vehicle_code,make,model,model_year,vehicle_class,vehicle_type,market_value_aud,manufacture_year,value_band,engine_size_band,repair_cost_band,safety_rating,theft_risk_score,theft_risk_band,risk_category,source_updated_at
VEH-00317,Kia,Hatch-11,2017,HATCH,HATCH,119000,2017,HIGH,SMALL,MEDIUM,3,0.695,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00318,Subaru,SUV-12,2008,SUV,SUV,108000,2008,HIGH,MEDIUM,HIGH,2,0.717,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00319,Honda,Ute-13,2017,UTE,UTE,108000,2017,HIGH,LARGE,LOW,5,0.161,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00320,Tesla,Wagon-14,2017,WAGON,WAGON,90000,2017,HIGH,ELECTRIC,MEDIUM,2,0.786,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00321,Toyota,Sedan-15,2022,SEDAN,SEDAN,93000,2022,HIGH,SMALL,HIGH,2,0.748,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00322,Mazda,Hatch-16,2022,HATCH,HATCH,35000,2022,MEDIUM,MEDIUM,LOW,3,0.691,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00323,Ford,SUV-17,2014,SUV,SUV,48000,2014,MEDIUM,LARGE,MEDIUM,2,0.666,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00324,Hyundai,Ute-1,2021,UTE,UTE,135000,2021,HIGH,ELECTRIC,HIGH,3,0.770,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00325,Kia,Wagon-2,2013,WAGON,WAGON,113000,2013,HIGH,SMALL,LOW,5,0.858,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00326,Subaru,Sedan-3,2017,SEDAN,SEDAN,52000,2017,MEDIUM,MEDIUM,MEDIUM,5,0.790,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00327,Honda,Hatch-4,2005,HATCH,HATCH,90000,2005,HIGH,LARGE,HIGH,5,0.725,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00328,Tesla,SUV-5,2013,SUV,SUV,77000,2013,MEDIUM,ELECTRIC,LOW,4,0.152,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00329,Toyota,Ute-6,2022,UTE,UTE,105000,2022,HIGH,SMALL,MEDIUM,4,0.386,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00330,Mazda,Wagon-7,2017,WAGON,WAGON,19000,2017,LOW,MEDIUM,HIGH,2,0.879,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00331,Ford,Sedan-8,2010,SEDAN,SEDAN,127000,2010,HIGH,LARGE,LOW,2,0.379,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00332,Hyundai,Hatch-9,2022,HATCH,HATCH,56000,2022,MEDIUM,ELECTRIC,MEDIUM,5,0.668,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00333,Kia,SUV-10,2012,SUV,SUV,127000,2012,HIGH,SMALL,HIGH,5,0.506,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00334,Subaru,Ute-11,2010,UTE,UTE,105000,2010,HIGH,MEDIUM,LOW,4,0.536,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00335,Honda,Wagon-12,2007,WAGON,WAGON,15000,2007,LOW,LARGE,MEDIUM,5,0.487,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00336,Tesla,Sedan-13,2014,SEDAN,SEDAN,100000,2014,HIGH,ELECTRIC,HIGH,3,0.450,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00337,Toyota,Hatch-14,2021,HATCH,HATCH,113000,2021,HIGH,SMALL,LOW,3,0.153,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00338,Mazda,SUV-15,2015,SUV,SUV,101000,2015,HIGH,MEDIUM,MEDIUM,5,0.699,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00339,Ford,Ute-16,2020,UTE,UTE,15000,2020,LOW,LARGE,HIGH,2,0.841,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00340,Hyundai,Wagon-17,2006,WAGON,WAGON,32000,2006,MEDIUM,ELECTRIC,LOW,4,0.288,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00341,Kia,Sedan-1,2022,SEDAN,SEDAN,81000,2022,HIGH,SMALL,MEDIUM,4,0.275,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00342,Subaru,Hatch-2,2009,HATCH,HATCH,75000,2009,MEDIUM,MEDIUM,HIGH,3,0.650,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00343,Honda,SUV-3,2011,SUV,SUV,59000,2011,MEDIUM,LARGE,LOW,3,0.395,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00344,Tesla,Ute-4,2026,UTE,UTE,25000,2026,LOW,ELECTRIC,MEDIUM,3,0.756,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00345,Toyota,Wagon-5,2005,WAGON,WAGON,128000,2005,HIGH,SMALL,HIGH,3,0.080,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00346,Mazda,Sedan-6,2022,SEDAN,SEDAN,51000,2022,MEDIUM,MEDIUM,LOW,2,0.172,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00347,Ford,Hatch-7,2017,HATCH,HATCH,69000,2017,MEDIUM,LARGE,MEDIUM,4,0.353,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00348,Hyundai,SUV-8,2015,SUV,SUV,38000,2015,MEDIUM,ELECTRIC,HIGH,2,0.145,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00349,Kia,Ute-9,2021,UTE,UTE,98000,2021,HIGH,SMALL,LOW,3,0.142,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00350,Subaru,Wagon-10,2019,WAGON,WAGON,42000,2019,MEDIUM,MEDIUM,MEDIUM,4,0.486,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00351,Honda,Sedan-11,2023,SEDAN,SEDAN,29000,2023,LOW,LARGE,HIGH,3,0.080,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00352,Tesla,Hatch-12,2026,HATCH,HATCH,120000,2026,HIGH,ELECTRIC,LOW,4,0.832,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00353,Toyota,SUV-13,2026,SUV,SUV,64000,2026,MEDIUM,SMALL,MEDIUM,5,0.272,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00354,Mazda,Ute-14,2009,UTE,UTE,114000,2009,HIGH,MEDIUM,HIGH,4,0.606,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00355,Ford,Wagon-15,2011,WAGON,WAGON,55000,2011,MEDIUM,LARGE,LOW,3,0.068,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00356,Hyundai,Sedan-16,2021,SEDAN,SEDAN,55000,2021,MEDIUM,ELECTRIC,MEDIUM,4,0.546,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00357,Kia,Hatch-17,2010,HATCH,HATCH,11000,2010,LOW,SMALL,HIGH,3,0.385,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00358,Subaru,SUV-1,2020,SUV,SUV,77000,2020,MEDIUM,MEDIUM,LOW,4,0.318,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00359,Honda,Ute-2,2013,UTE,UTE,69000,2013,MEDIUM,LARGE,MEDIUM,2,0.704,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00360,Tesla,Wagon-3,2009,WAGON,WAGON,31000,2009,MEDIUM,ELECTRIC,HIGH,4,0.060,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00361,Toyota,Sedan-4,2012,SEDAN,SEDAN,50000,2012,MEDIUM,SMALL,LOW,2,0.894,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00362,Mazda,Hatch-5,2016,HATCH,HATCH,133000,2016,HIGH,MEDIUM,MEDIUM,2,0.410,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00363,Ford,SUV-6,2022,SUV,SUV,129000,2022,HIGH,LARGE,HIGH,5,0.440,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00364,Hyundai,Ute-7,2020,UTE,UTE,38000,2020,MEDIUM,ELECTRIC,LOW,5,0.591,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00365,Kia,Wagon-8,2009,WAGON,WAGON,76000,2009,MEDIUM,SMALL,MEDIUM,2,0.554,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00366,Subaru,Sedan-9,2018,SEDAN,SEDAN,94000,2018,HIGH,MEDIUM,HIGH,5,0.231,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00367,Honda,Hatch-10,2026,HATCH,HATCH,93000,2026,HIGH,LARGE,LOW,4,0.567,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00368,Tesla,SUV-11,2016,SUV,SUV,52000,2016,MEDIUM,ELECTRIC,MEDIUM,3,0.742,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00369,Toyota,Ute-12,2015,UTE,UTE,129000,2015,HIGH,SMALL,HIGH,4,0.053,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00370,Mazda,Wagon-13,2022,WAGON,WAGON,23000,2022,LOW,MEDIUM,LOW,5,0.494,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00371,Ford,Sedan-14,2011,SEDAN,SEDAN,39000,2011,MEDIUM,LARGE,MEDIUM,3,0.722,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00372,Hyundai,Hatch-15,2020,HATCH,HATCH,110000,2020,HIGH,ELECTRIC,HIGH,3,0.867,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00373,Kia,SUV-16,2015,SUV,SUV,73000,2015,MEDIUM,SMALL,LOW,4,0.194,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00374,Subaru,Ute-17,2012,UTE,UTE,119000,2012,HIGH,MEDIUM,MEDIUM,3,0.054,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00375,Honda,Wagon-1,2007,WAGON,WAGON,14000,2007,LOW,LARGE,HIGH,3,0.647,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00376,Tesla,Sedan-2,2008,SEDAN,SEDAN,129000,2008,HIGH,ELECTRIC,LOW,3,0.643,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00377,Toyota,Hatch-3,2011,HATCH,HATCH,76000,2011,MEDIUM,SMALL,MEDIUM,4,0.132,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00378,Mazda,SUV-4,2015,SUV,SUV,133000,2015,HIGH,MEDIUM,HIGH,5,0.814,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00379,Ford,Ute-5,2020,UTE,UTE,82000,2020,HIGH,LARGE,LOW,5,0.486,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00380,Hyundai,Wagon-6,2022,WAGON,WAGON,34000,2022,MEDIUM,ELECTRIC,MEDIUM,4,0.095,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00381,Kia,Sedan-7,2016,SEDAN,SEDAN,69000,2016,MEDIUM,SMALL,HIGH,3,0.590,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00382,Subaru,Hatch-8,2012,HATCH,HATCH,28000,2012,LOW,MEDIUM,LOW,2,0.766,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00383,Honda,SUV-9,2020,SUV,SUV,57000,2020,MEDIUM,LARGE,MEDIUM,2,0.830,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00384,Tesla,Ute-10,2005,UTE,UTE,64000,2005,MEDIUM,ELECTRIC,HIGH,2,0.564,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00385,Toyota,Wagon-11,2022,WAGON,WAGON,34000,2022,MEDIUM,SMALL,LOW,5,0.175,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00386,Mazda,Sedan-12,2007,SEDAN,SEDAN,108000,2007,HIGH,MEDIUM,MEDIUM,4,0.275,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00387,Ford,Hatch-13,2006,HATCH,HATCH,11000,2006,LOW,LARGE,HIGH,5,0.482,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00388,Hyundai,SUV-14,2014,SUV,SUV,21000,2014,LOW,ELECTRIC,LOW,2,0.110,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00389,Kia,Ute-15,2017,UTE,UTE,63000,2017,MEDIUM,SMALL,MEDIUM,4,0.838,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00390,Subaru,Wagon-16,2023,WAGON,WAGON,27000,2023,LOW,MEDIUM,HIGH,5,0.164,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00391,Honda,Sedan-17,2009,SEDAN,SEDAN,49000,2009,MEDIUM,LARGE,LOW,3,0.128,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00392,Tesla,Hatch-1,2024,HATCH,HATCH,18000,2024,LOW,ELECTRIC,MEDIUM,2,0.127,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00393,Toyota,SUV-2,2006,SUV,SUV,127000,2006,HIGH,SMALL,HIGH,3,0.062,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00394,Mazda,Ute-3,2020,UTE,UTE,128000,2020,HIGH,MEDIUM,LOW,5,0.402,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00395,Ford,Wagon-4,2005,WAGON,WAGON,91000,2005,HIGH,LARGE,MEDIUM,5,0.095,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00396,Hyundai,Sedan-5,2019,SEDAN,SEDAN,73000,2019,MEDIUM,ELECTRIC,HIGH,5,0.497,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00397,Kia,Hatch-6,2007,HATCH,HATCH,21000,2007,LOW,SMALL,LOW,2,0.051,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00398,Subaru,SUV-7,2016,SUV,SUV,84000,2016,HIGH,MEDIUM,MEDIUM,2,0.831,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00399,Honda,Ute-8,2008,UTE,UTE,114000,2008,HIGH,LARGE,HIGH,4,0.520,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00400,Tesla,Wagon-9,2022,WAGON,WAGON,29000,2022,LOW,ELECTRIC,LOW,3,0.365,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00401,Toyota,Sedan-10,2008,SEDAN,SEDAN,117000,2008,HIGH,SMALL,MEDIUM,2,0.853,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00402,Mazda,Hatch-11,2005,HATCH,HATCH,91000,2005,HIGH,MEDIUM,HIGH,5,0.559,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00403,Ford,SUV-12,2010,SUV,SUV,37000,2010,MEDIUM,LARGE,LOW,5,0.722,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00404,Hyundai,Ute-13,2013,UTE,UTE,95000,2013,HIGH,ELECTRIC,MEDIUM,5,0.507,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00405,Kia,Wagon-14,2012,WAGON,WAGON,79000,2012,MEDIUM,SMALL,HIGH,2,0.798,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00406,Subaru,Sedan-15,2015,SEDAN,SEDAN,103000,2015,HIGH,MEDIUM,LOW,5,0.658,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00407,Honda,Hatch-16,2021,HATCH,HATCH,135000,2021,HIGH,LARGE,MEDIUM,3,0.212,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00408,Tesla,SUV-17,2024,SUV,SUV,11000,2024,LOW,ELECTRIC,HIGH,2,0.563,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00409,Toyota,Ute-1,2017,UTE,UTE,44000,2017,MEDIUM,SMALL,LOW,3,0.841,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00410,Mazda,Wagon-2,2009,WAGON,WAGON,60000,2009,MEDIUM,MEDIUM,MEDIUM,3,0.348,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00411,Ford,Sedan-3,2025,SEDAN,SEDAN,59000,2025,MEDIUM,LARGE,HIGH,5,0.891,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00412,Hyundai,Hatch-4,2010,HATCH,HATCH,25000,2010,LOW,ELECTRIC,LOW,2,0.535,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00413,Kia,SUV-5,2012,SUV,SUV,87000,2012,HIGH,SMALL,MEDIUM,3,0.196,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00414,Subaru,Ute-6,2010,UTE,UTE,98000,2010,HIGH,MEDIUM,HIGH,2,0.385,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00415,Honda,Wagon-7,2017,WAGON,WAGON,61000,2017,MEDIUM,LARGE,LOW,5,0.690,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00416,Tesla,Sedan-8,2016,SEDAN,SEDAN,87000,2016,HIGH,ELECTRIC,MEDIUM,3,0.509,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00417,Toyota,Hatch-9,2011,HATCH,HATCH,70000,2011,MEDIUM,SMALL,HIGH,3,0.388,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00418,Mazda,SUV-10,2013,SUV,SUV,68000,2013,MEDIUM,MEDIUM,LOW,2,0.590,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00419,Ford,Ute-11,2020,UTE,UTE,19000,2020,LOW,LARGE,MEDIUM,4,0.713,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00420,Hyundai,Wagon-12,2013,WAGON,WAGON,32000,2013,MEDIUM,ELECTRIC,HIGH,4,0.060,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00421,Kia,Sedan-13,2024,SEDAN,SEDAN,8000,2024,LOW,SMALL,LOW,4,0.819,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00422,Subaru,Hatch-14,2005,HATCH,HATCH,50000,2005,MEDIUM,MEDIUM,MEDIUM,3,0.895,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00423,Honda,SUV-15,2025,SUV,SUV,53000,2025,MEDIUM,LARGE,HIGH,4,0.821,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00424,Tesla,Ute-16,2023,UTE,UTE,37000,2023,MEDIUM,ELECTRIC,LOW,2,0.202,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00425,Toyota,Wagon-17,2026,WAGON,WAGON,92000,2026,HIGH,SMALL,MEDIUM,2,0.357,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00426,Mazda,Sedan-1,2006,SEDAN,SEDAN,37000,2006,MEDIUM,MEDIUM,HIGH,4,0.508,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00427,Ford,Hatch-2,2024,HATCH,HATCH,127000,2024,HIGH,LARGE,LOW,3,0.500,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00428,Hyundai,SUV-3,2005,SUV,SUV,108000,2005,HIGH,ELECTRIC,MEDIUM,3,0.063,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00429,Kia,Ute-4,2005,UTE,UTE,101000,2005,HIGH,SMALL,HIGH,3,0.757,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00430,Subaru,Wagon-5,2024,WAGON,WAGON,55000,2024,MEDIUM,MEDIUM,LOW,3,0.076,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00431,Honda,Sedan-6,2010,SEDAN,SEDAN,115000,2010,HIGH,LARGE,MEDIUM,4,0.632,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00432,Tesla,Hatch-7,2017,HATCH,HATCH,108000,2017,HIGH,ELECTRIC,HIGH,4,0.234,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00433,Toyota,SUV-8,2016,SUV,SUV,47000,2016,MEDIUM,SMALL,LOW,2,0.351,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00434,Mazda,Ute-9,2018,UTE,UTE,131000,2018,HIGH,MEDIUM,MEDIUM,3,0.220,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00435,Ford,Wagon-10,2017,WAGON,WAGON,49000,2017,MEDIUM,LARGE,HIGH,4,0.399,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00436,Hyundai,Sedan-11,2009,SEDAN,SEDAN,133000,2009,HIGH,ELECTRIC,LOW,2,0.326,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00437,Kia,Hatch-12,2022,HATCH,HATCH,129000,2022,HIGH,SMALL,MEDIUM,3,0.380,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00438,Subaru,SUV-13,2008,SUV,SUV,57000,2008,MEDIUM,MEDIUM,HIGH,3,0.158,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00439,Honda,Ute-14,2013,UTE,UTE,61000,2013,MEDIUM,LARGE,LOW,4,0.451,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00440,Tesla,Wagon-15,2020,WAGON,WAGON,19000,2020,LOW,ELECTRIC,MEDIUM,3,0.185,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00441,Toyota,Sedan-16,2011,SEDAN,SEDAN,53000,2011,MEDIUM,SMALL,HIGH,4,0.310,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00442,Mazda,Hatch-17,2006,HATCH,HATCH,126000,2006,HIGH,MEDIUM,LOW,2,0.576,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00443,Ford,SUV-1,2009,SUV,SUV,76000,2009,MEDIUM,LARGE,MEDIUM,5,0.376,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00444,Hyundai,Ute-2,2011,UTE,UTE,59000,2011,MEDIUM,ELECTRIC,HIGH,4,0.104,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00445,Kia,Wagon-3,2009,WAGON,WAGON,12000,2009,LOW,SMALL,LOW,5,0.348,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00446,Subaru,Sedan-4,2009,SEDAN,SEDAN,83000,2009,HIGH,MEDIUM,MEDIUM,4,0.752,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00447,Honda,Hatch-5,2025,HATCH,HATCH,135000,2025,HIGH,LARGE,HIGH,2,0.659,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00448,Tesla,SUV-6,2023,SUV,SUV,12000,2023,LOW,ELECTRIC,LOW,3,0.172,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00449,Toyota,Ute-7,2013,UTE,UTE,95000,2013,HIGH,SMALL,MEDIUM,4,0.710,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00450,Mazda,Wagon-8,2024,WAGON,WAGON,125000,2024,HIGH,MEDIUM,HIGH,2,0.252,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00451,Ford,Sedan-9,2010,SEDAN,SEDAN,27000,2010,LOW,LARGE,LOW,3,0.274,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00452,Hyundai,Hatch-10,2017,HATCH,HATCH,20000,2017,LOW,ELECTRIC,MEDIUM,3,0.462,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00453,Kia,SUV-11,2018,SUV,SUV,122000,2018,HIGH,SMALL,HIGH,2,0.781,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00454,Subaru,Ute-12,2009,UTE,UTE,66000,2009,MEDIUM,MEDIUM,LOW,3,0.204,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00455,Honda,Wagon-13,2026,WAGON,WAGON,140000,2026,HIGH,LARGE,MEDIUM,3,0.261,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00456,Tesla,Sedan-14,2005,SEDAN,SEDAN,68000,2005,MEDIUM,ELECTRIC,HIGH,2,0.598,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00457,Toyota,Hatch-15,2005,HATCH,HATCH,92000,2005,HIGH,SMALL,LOW,3,0.883,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00458,Mazda,SUV-16,2020,SUV,SUV,90000,2020,HIGH,MEDIUM,MEDIUM,5,0.757,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00459,Ford,Ute-17,2015,UTE,UTE,57000,2015,MEDIUM,LARGE,HIGH,3,0.529,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00460,Hyundai,Wagon-1,2007,WAGON,WAGON,110000,2007,HIGH,ELECTRIC,LOW,4,0.671,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00461,Kia,Sedan-2,2009,SEDAN,SEDAN,89000,2009,HIGH,SMALL,MEDIUM,5,0.765,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00462,Subaru,Hatch-3,2007,HATCH,HATCH,117000,2007,HIGH,MEDIUM,HIGH,4,0.734,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00463,Honda,SUV-4,2007,SUV,SUV,113000,2007,HIGH,LARGE,LOW,4,0.562,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00464,Tesla,Ute-5,2008,UTE,UTE,103000,2008,HIGH,ELECTRIC,MEDIUM,4,0.762,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00465,Toyota,Wagon-6,2016,WAGON,WAGON,18000,2016,LOW,SMALL,HIGH,3,0.505,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00466,Mazda,Sedan-7,2022,SEDAN,SEDAN,80000,2022,HIGH,MEDIUM,LOW,4,0.504,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00467,Ford,Hatch-8,2012,HATCH,HATCH,81000,2012,HIGH,LARGE,MEDIUM,2,0.294,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00468,Hyundai,SUV-9,2015,SUV,SUV,122000,2015,HIGH,ELECTRIC,HIGH,2,0.170,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00469,Kia,Ute-10,2012,UTE,UTE,38000,2012,MEDIUM,SMALL,LOW,4,0.093,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00470,Subaru,Wagon-11,2021,WAGON,WAGON,52000,2021,MEDIUM,MEDIUM,MEDIUM,5,0.128,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00471,Honda,Sedan-12,2019,SEDAN,SEDAN,85000,2019,HIGH,LARGE,HIGH,3,0.172,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00472,Tesla,Hatch-13,2026,HATCH,HATCH,99000,2026,HIGH,ELECTRIC,LOW,3,0.883,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00473,Toyota,SUV-14,2023,SUV,SUV,132000,2023,HIGH,SMALL,MEDIUM,2,0.794,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00474,Mazda,Ute-15,2016,UTE,UTE,50000,2016,MEDIUM,MEDIUM,HIGH,2,0.712,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00475,Ford,Wagon-16,2007,WAGON,WAGON,110000,2007,HIGH,LARGE,LOW,4,0.475,LOW,STANDARD,2026-08-01T00:00:00Z
